gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
3079909150,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/73271858,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,Centrostephanus rodgersii,,SPECIES,"Centrostephanus rodgersii (A.Agassiz, 1864)",Centrostephanus rodgersii,,AU,,New South Wales,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-36.42343,150.07957,,,,,,,2012-03-30T01:00:00,30,3,2012,4876934,4876934,HUMAN_OBSERVATION,iNaturalist,Observations,73271858,,alcw_bdrs,2021-04-08T04:53:34,CC_BY_NC_4_0,alcw_bdrs,alcw_bdrs,,,2021-04-18T11:44:17.536Z,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3079903107,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/73271851,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,Centrostephanus rodgersii,,SPECIES,"Centrostephanus rodgersii (A.Agassiz, 1864)",Centrostephanus rodgersii,,AU,,New South Wales,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-36.896914,149.924478,,,,,,,2012-03-17T01:00:00,17,3,2012,4876934,4876934,HUMAN_OBSERVATION,iNaturalist,Observations,73271851,,alcw_bdrs,2021-04-08T04:53:23,CC_BY_NC_4_0,alcw_bdrs,alcw_bdrs,,,2021-04-18T11:57:36.143Z,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3079883160,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/73271840,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,Centrostephanus rodgersii,,SPECIES,"Centrostephanus rodgersii (A.Agassiz, 1864)",Centrostephanus rodgersii,,AU,,New South Wales,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-36.42343,150.079572,,,,,,,2012-03-30T01:00:00,30,3,2012,4876934,4876934,HUMAN_OBSERVATION,iNaturalist,Observations,73271840,,alcw_bdrs,2021-04-08T04:53:05,CC_BY_NC_4_0,alcw_bdrs,alcw_bdrs,,,2021-04-18T11:58:04.297Z,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3079867141,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/73271847,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,Centrostephanus rodgersii,,SPECIES,"Centrostephanus rodgersii (A.Agassiz, 1864)",Centrostephanus rodgersii,,AU,,New South Wales,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-36.42343,150.079571,,,,,,,2012-03-30T01:00:00,30,3,2012,4876934,4876934,HUMAN_OBSERVATION,iNaturalist,Observations,73271847,,alcw_bdrs,2021-04-08T04:53:18,CC_BY_NC_4_0,alcw_bdrs,alcw_bdrs,,,2021-04-18T11:57:34.763Z,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3079863104,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/73271845,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,Centrostephanus rodgersii,,SPECIES,"Centrostephanus rodgersii (A.Agassiz, 1864)",Centrostephanus rodgersii,,AU,,New South Wales,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-36.423511,150.080912,,,,,,,2012-03-30T01:00:00,30,3,2012,4876934,4876934,HUMAN_OBSERVATION,iNaturalist,Observations,73271845,,alcw_bdrs,2021-04-08T04:53:13,CC_BY_NC_4_0,alcw_bdrs,alcw_bdrs,,,2021-04-18T11:57:18.275Z,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3079837085,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/73271835,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,Centrostephanus rodgersii,,SPECIES,"Centrostephanus rodgersii (A.Agassiz, 1864)",Centrostephanus rodgersii,,AU,,New South Wales,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-36.42343,150.07957,,,,,,,2012-03-31T01:00:00,31,3,2012,4876934,4876934,HUMAN_OBSERVATION,iNaturalist,Observations,73271835,,alcw_bdrs,2021-04-08T04:53:00,CC_BY_NC_4_0,alcw_bdrs,alcw_bdrs,,,2021-04-18T11:44:29.443Z,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3079797265,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/72663899,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,Centrostephanus rodgersii,,SPECIES,"Centrostephanus rodgersii (A.Agassiz, 1864)",Centrostephanus rodgersii,,AU,,New South Wales,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-32.619039,152.316729,172,,,,,,2021-02-01T16:48:00,1,2,2021,4876934,4876934,HUMAN_OBSERVATION,iNaturalist,Observations,72663899,,Ben Travaglini,2021-04-02T13:04:28,CC_BY_NC_4_0,Simon Gorta,Simon Gorta,,,2021-04-18T11:51:24.833Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3079671142,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/73271814,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,Centrostephanus rodgersii,,SPECIES,"Centrostephanus rodgersii (A.Agassiz, 1864)",Centrostephanus rodgersii,,AU,,New South Wales,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-36.899577,149.928075,,,,,,,2011-12-22T01:00:00,22,12,2011,4876934,4876934,HUMAN_OBSERVATION,iNaturalist,Observations,73271814,,alcw_bdrs,2021-04-08T04:52:47,CC_BY_NC_4_0,alcw_bdrs,alcw_bdrs,,,2021-04-18T11:44:33.021Z,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3079602179,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/73271822,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,Centrostephanus rodgersii,,SPECIES,"Centrostephanus rodgersii (A.Agassiz, 1864)",Centrostephanus rodgersii,,AU,,New South Wales,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-36.737355,149.983757,,,,,,,2013-03-03T01:00:00,3,3,2013,4876934,4876934,HUMAN_OBSERVATION,iNaturalist,Observations,73271822,,alcw_bdrs,2021-04-08T04:52:54,CC_BY_NC_4_0,alcw_bdrs,alcw_bdrs,,,2021-04-18T11:57:26.660Z,,GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
3079562242,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/72663929,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,Centrostephanus rodgersii,,SPECIES,"Centrostephanus rodgersii (A.Agassiz, 1864)",Centrostephanus rodgersii,,AU,,New South Wales,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,-32.619039,152.316729,172,,,,,,2021-02-01T17:17:00,1,2,2021,4876934,4876934,HUMAN_OBSERVATION,iNaturalist,Observations,72663929,,Ben Travaglini,2021-04-02T13:04:17,CC_BY_NC_4_0,Simon Gorta,Simon Gorta,,,2021-04-18T11:37:51.055Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_NONE;COLLECTION_MATCH_NONE
