"","UTC","degree_Celsius"
"876187",2020-01-01 19:05:36,13.5982002112
"876188",2020-01-01 19:10:35,13.6235797519
"876189",2020-01-01 19:15:36,13.6218880539
"876190",2020-01-01 19:20:36,13.6278088274
"876191",2020-01-01 19:25:37,13.6345748446
"876192",2020-01-01 19:30:37,13.6218880539
"876193",2020-01-01 19:35:35,13.7233214216
"876194",2020-01-01 19:40:36,13.7722976846
"876195",2020-01-01 19:45:38,13.8246157723
"876196",2020-01-01 19:50:35,13.8945966312
"876197",2020-01-01 19:55:36,13.9863988263
"876198",2020-01-01 20:00:37,13.9409330654
"876199",2020-01-01 20:05:37,13.7013560064
"876200",2020-01-01 20:10:35,13.6962861371
"876201",2020-01-01 20:15:36,13.7165635276
"876202",2020-01-01 20:20:36,13.6523326909
"876203",2020-01-01 20:25:40,13.7106498635
"876204",2020-01-01 20:30:37,13.7114947016
"876205",2020-01-01 20:36:03,13.7089601582
"876206",2020-01-01 20:40:36,13.7207872838
"876207",2020-01-01 20:45:39,13.7241661149
"876208",2020-01-01 20:50:44,13.746969186
"876209",2020-01-01 20:55:36,13.79930519
"876210",2020-01-01 21:00:37,13.8187107444
"876211",2020-01-01 21:05:39,13.8237722257
"876212",2020-01-01 21:10:36,13.8338941496
"876213",2020-01-01 21:15:35,13.8499176973
"876214",2020-01-01 21:20:36,13.8617223017
"876215",2020-01-01 21:25:38,13.8929111233
"876216",2020-01-01 21:30:39,13.9232443948
"876217",2020-01-01 21:35:37,13.9628274714
"876218",2020-01-01 21:40:36,14.0082797989
"876219",2020-01-01 21:45:38,14.0494994604
"876220",2020-01-01 21:50:36,14.1066643029
"876221",2020-01-01 21:55:36,14.1797374771
"876222",2020-01-01 22:00:34,14.2820868509
"876223",2020-01-01 22:05:38,14.0528633188
"876224",2020-01-01 22:10:35,13.8305203288
"876225",2020-01-01 22:15:36,13.8482311714
"876226",2020-01-01 22:20:35,13.8347375807
"876227",2020-01-01 22:25:38,13.8237722257
"876228",2020-01-01 22:30:36,13.8220851038
"876229",2020-01-01 22:35:36,13.8954393708
"876230",2020-01-01 22:40:36,13.8684669446
"876231",2020-01-01 22:45:38,13.8945966312
"876232",2020-01-01 22:50:35,13.9004956066
"876233",2020-01-01 22:55:35,13.8819543864
"876234",2020-01-01 23:00:50,13.8836401438
"876235",2020-01-01 23:05:51,13.8895399924
"876236",2020-01-01 23:10:50,13.892068355
"876237",2020-01-01 23:15:49,13.8903827896
"876238",2020-01-01 23:20:34,13.8886971857
"876239",2020-01-01 23:25:37,13.8827972699
"876240",2020-01-01 23:30:35,13.8811114933
"876241",2020-01-01 23:35:34,13.8844830081
"876242",2020-01-01 23:40:34,13.8853258629
"876243",2020-01-01 23:45:37,13.8971248211
"876244",2020-01-01 23:50:34,13.9375641206
"876245",2020-01-01 23:55:34,13.9240868083
"876246",2020-01-02 00:00:34,13.9889238838
"876247",2020-01-02 00:05:37,14.0200591849
"876248",2020-01-02 00:10:34,14.1822559583
"876249",2020-01-02 00:15:34,13.791710326
"876250",2020-01-02 00:20:35,13.8279898623
"876251",2020-01-02 00:25:38,13.8457013106
"876252",2020-01-02 00:30:38,13.8085867426
"876253",2020-01-02 00:35:34,13.8457013106
"876254",2020-01-02 00:40:34,13.8094304623
"876255",2020-01-02 00:45:36,13.8178671305
"876256",2020-01-02 00:50:34,13.8347375807
"876257",2020-01-02 00:55:34,13.8701530092
"876258",2020-01-02 01:00:34,13.8591929022
"876259",2020-01-02 01:05:36,13.8465446072
"876260",2020-01-02 01:10:34,13.917347232
"876261",2020-01-02 01:15:34,13.9805066908
"876262",2020-01-02 01:20:34,13.9796649189
"876263",2020-01-02 01:25:36,13.9720885412
"876264",2020-01-02 01:30:36,13.9661952671
"876265",2020-01-02 01:35:35,13.9678791076
"876266",2020-01-02 01:40:35,13.9325104159
"876267",2020-01-02 01:45:37,13.9670371921
"876268",2020-01-02 01:50:35,13.9813484531
"876269",2020-01-02 01:55:35,14.0065968766
"876270",2020-01-02 02:00:33,14.057067927
"876271",2020-01-02 02:05:36,14.0999413146
"876272",2020-01-02 02:10:35,14.1335501627
"876273",2020-01-02 02:15:35,14.1419499955
"876274",2020-01-02 02:20:35,13.999864805
"876275",2020-01-02 02:25:37,14.0545451907
"876276",2020-01-02 02:30:37,14.020900498
"876277",2020-01-02 02:35:35,14.020900498
"876278",2020-01-02 02:40:36,14.0032309173
"876279",2020-01-02 02:45:38,14.0293131033
"876280",2020-01-02 02:50:35,14.0461354494
"876281",2020-01-02 02:55:35,14.0537042595
"876282",2020-01-02 03:00:35,13.9855571213
"876283",2020-01-02 03:05:37,13.9813484531
"876284",2020-01-02 03:10:35,14.0469764664
"876285",2020-01-02 03:15:35,14.0604314419
"876286",2020-01-02 03:20:35,14.0789280463
"876287",2020-01-02 03:25:37,14.0713618114
"876288",2020-01-02 03:30:38,14.0671580139
"876289",2020-01-02 03:35:39,14.0595905775
"876290",2020-01-02 03:40:45,14.0923772241
"876291",2020-01-02 03:45:37,14.0991008982
"876292",2020-01-02 03:50:35,14.103302885
"876293",2020-01-02 03:55:36,14.0923772241
"876294",2020-01-02 04:00:35,14.1226289577
"876295",2020-01-02 04:05:37,14.1427899265
"876296",2020-01-02 04:10:36,14.1637851103
"876297",2020-01-02 04:15:36,14.1948470826
"876298",2020-01-02 04:20:35,14.2401574506
"876299",2020-01-02 04:25:38,14.1327101271
"876300",2020-01-02 04:30:37,14.2879550781
"876301",2020-01-02 04:35:35,14.1453096623
"876302",2020-01-02 04:40:36,13.9746140865
"876303",2020-01-02 04:45:38,14.0612722968
"876304",2020-01-02 04:50:36,13.9594595226
"876305",2020-01-02 04:55:36,13.9611435161
"876306",2020-01-02 05:00:36,13.901338279
"876307",2020-01-02 05:05:38,13.9156622421
"876308",2020-01-02 05:10:36,13.8971248211
"876309",2020-01-02 05:15:36,13.8743680028
"876310",2020-01-02 05:20:36,13.8650947
"876311",2020-01-02 05:25:38,13.8591929022
"876312",2020-01-02 05:30:36,13.8566634161
"876313",2020-01-02 05:35:37,13.8566634161
"876314",2020-01-02 05:40:36,13.8558202349
"876315",2020-01-02 05:45:38,13.8516041846
"876316",2020-01-02 05:50:35,13.8516041846
"876317",2020-01-02 05:55:35,13.8583497498
"876318",2020-01-02 06:00:34,13.8752109728
"876319",2020-01-02 06:05:38,13.8954393708
"876320",2020-01-02 06:10:36,13.917347232
"876321",2020-01-02 06:15:35,13.9434596734
"876322",2020-01-02 06:20:36,13.9737722476
"876323",2020-01-02 06:25:38,14.0108041107
"876324",2020-01-02 06:30:40,13.8575065877
"876325",2020-01-02 06:35:36,13.9981816915
"876326",2020-01-02 06:40:35,13.8827972699
"876327",2020-01-02 06:45:39,13.8608791781
"876328",2020-01-02 06:50:35,13.8532906336
"876329",2020-01-02 06:55:35,13.8583497498
"876330",2020-01-02 07:00:36,13.860036045
"876331",2020-01-02 07:05:36,13.8549770441
"876332",2020-01-02 07:10:36,13.8482311714
"876333",2020-01-02 07:15:36,13.8440146887
"876334",2020-01-02 07:20:35,13.8499176973
"876335",2020-01-02 07:25:38,13.8532906336
"876336",2020-01-02 07:30:36,13.8659377755
"876337",2020-01-02 07:35:36,13.8642516148
"876338",2020-01-02 07:40:37,13.8650947
"876339",2020-01-02 07:45:38,13.8667808415
"876340",2020-01-02 07:50:36,13.8701530092
"876341",2020-01-02 07:55:36,13.8735250233
"876342",2020-01-02 08:00:50,13.8752109728
"876343",2020-01-02 08:05:38,13.8381112091
"876344",2020-01-02 08:10:36,13.8726820342
"876345",2020-01-02 08:15:35,13.8870115435
"876346",2020-01-02 08:20:35,13.8979675319
"876347",2020-01-02 08:25:39,13.9047088726
"876348",2020-01-02 08:30:37,13.9114495995
"876349",2020-01-02 08:35:36,13.9114495995
"876350",2020-01-02 08:40:36,13.8330507088
"876351",2020-01-02 08:45:38,13.8659377755
"876352",2020-01-02 08:50:35,13.8676238978
"876353",2020-01-02 08:55:35,13.8330507088
"876354",2020-01-02 09:00:46,13.8549770441
"876355",2020-01-02 09:05:38,13.8490744392
"876356",2020-01-02 09:10:36,13.8490744392
"876357",2020-01-02 09:15:43,13.8617223017
"876358",2020-01-02 09:20:35,13.8608791781
"876359",2020-01-02 09:25:38,13.8617223017
"876360",2020-01-02 09:30:38,13.8608791781
"876361",2020-01-02 09:35:36,13.8583497498
"876362",2020-01-02 09:40:36,13.8516041846
"876363",2020-01-02 09:45:38,13.8313637984
"876364",2020-01-02 09:50:36,13.8161798738
"876365",2020-01-02 09:55:36,13.8119615638
"876366",2020-01-02 10:00:35,13.8085867426
"876367",2020-01-02 10:05:38,13.8060555256
"876368",2020-01-02 10:10:36,13.8153362311
"876369",2020-01-02 10:15:36,13.8229286696
"876370",2020-01-02 10:20:35,13.8355810022
"876371",2020-01-02 10:25:39,13.8473878941
"876372",2020-01-02 10:30:37,13.8676238978
"876373",2020-01-02 10:35:36,13.8836401438
"876374",2020-01-02 10:40:36,13.8937538821
"876375",2020-01-02 10:45:38,13.7241661149
"876376",2020-01-02 10:50:36,13.6895257702
"876377",2020-01-02 10:55:36,13.5956617773
"876378",2020-01-02 11:00:36,13.4720190218
"876379",2020-01-02 11:05:39,13.4364121413
"876380",2020-01-02 11:10:36,13.4101198378
"876381",2020-01-02 11:15:36,13.3558092656
"876382",2020-01-02 11:20:36,13.2504684512
"876383",2020-01-02 11:25:38,13.2734184014
"876384",2020-01-02 11:30:37,13.3125018483
"876385",2020-01-02 11:35:36,13.3065557052
"876386",2020-01-02 11:40:36,13.258969267
"876387",2020-01-02 11:45:39,13.4152094026
"876388",2020-01-02 11:50:35,13.4787993359
"876389",2020-01-02 11:55:36,13.5499550334
"876390",2020-01-02 12:00:36,13.5372536908
"876391",2020-01-02 12:05:39,13.5651937597
"876392",2020-01-02 12:10:36,13.6447227081
"876393",2020-01-02 12:15:36,13.7038908106
"876394",2020-01-02 12:20:36,13.7562573097
"876395",2020-01-02 12:25:39,13.8448580045
"876396",2020-01-02 12:30:38,13.9148197327
"876397",2020-01-02 12:35:36,13.9779813463
"876398",2020-01-02 12:40:36,14.0217418015
"876399",2020-01-02 12:45:38,14.0747246778
"876400",2020-01-02 12:51:07,13.6337291263
"876401",2020-01-02 12:55:35,13.6066610275
"876402",2020-01-02 13:00:36,13.6616327164
"876403",2020-01-02 13:05:38,13.5948156132
"876404",2020-01-02 13:10:36,13.5635007233
"876405",2020-01-02 13:15:36,13.6201963171
"876406",2020-01-02 13:20:37,13.6574055772
"876407",2020-01-02 13:25:38,13.6421858729
"876408",2020-01-02 13:30:36,13.6590964619
"876409",2020-01-02 13:35:35,13.6734674194
"876410",2020-01-02 13:40:36,13.6810744417
"876411",2020-01-02 13:45:39,13.6523326909
"876412",2020-01-02 13:50:36,13.6768484149
"876413",2020-01-02 13:55:35,13.6844550891
"876414",2020-01-02 14:00:35,13.6945961033
"876415",2020-01-02 14:05:39,13.6836099417
"876416",2020-01-02 14:10:36,13.6743126827
"876417",2020-01-02 14:15:36,13.6354205531
"876418",2020-01-02 14:20:36,13.6379576207
"876419",2020-01-02 14:25:38,13.6557146538
"876420",2020-01-02 14:30:37,13.6895257702
"876421",2020-01-02 14:35:36,13.7098050156
"876422",2020-01-02 14:40:36,13.7267001369
"876423",2020-01-02 14:45:39,13.7435913971
"876424",2020-01-02 14:50:36,13.7630115759
"876425",2020-01-02 14:55:36,13.612583022
"876426",2020-01-02 15:00:36,13.4982892677
"876427",2020-01-02 15:05:39,13.6295003898
"876428",2020-01-02 15:10:37,13.6337291263
"876429",2020-01-02 15:15:35,13.6751579364
"876430",2020-01-02 15:20:36,13.6895257702
"876431",2020-01-02 15:25:38,13.6861453548
"876432",2020-01-02 15:30:39,13.6768484149
"876433",2020-01-02 15:35:36,13.6743126827
"876434",2020-01-02 15:40:36,13.6760031805
"876435",2020-01-02 15:45:38,13.6734674194
"876436",2020-01-02 15:50:35,13.6548691776
"876437",2020-01-02 15:55:36,13.6590964619
"876438",2020-01-02 16:00:37,13.6886806808
"876439",2020-01-02 16:05:38,13.6785388546
"876440",2020-01-02 16:10:35,13.6878355818
"876441",2020-01-02 16:15:35,13.67938406
"876442",2020-01-02 16:20:36,13.6971311395
"876443",2020-01-02 16:25:40,13.7123395301
"876444",2020-01-02 16:30:36,13.7402134538
"876445",2020-01-02 16:35:36,13.7587902319
"876446",2020-01-02 16:40:36,13.7773623433
"876447",2020-01-02 16:45:38,13.7562573097
"876448",2020-01-02 16:50:36,13.732612517
"876449",2020-01-02 16:55:36,13.7773623433
"876450",2020-01-02 17:00:36,13.6396489506
"876451",2020-01-02 17:05:38,13.6151208743
"876452",2020-01-02 17:10:36,13.6895257702
"876453",2020-01-02 17:15:35,13.6827647847
"876454",2020-01-02 17:20:36,13.6726221463
"876455",2020-01-02 17:25:39,13.7503468205
"876456",2020-01-02 17:30:39,13.8009928317
"876457",2020-01-02 17:35:35,13.7495024264
"876458",2020-01-02 17:40:35,13.7444358588
"876459",2020-01-02 17:45:38,13.7638558158
"876460",2020-01-02 17:50:36,13.7731418185
"876461",2020-01-02 17:55:35,13.8254593092
"876462",2020-01-02 18:00:34,13.8144925787
"876463",2020-01-02 18:05:33,13.8203979433
"876464",2020-01-02 18:10:36,13.8296768496
"876465",2020-01-02 18:15:32,13.8457013106
"876466",2020-01-02 18:20:32,13.8625654157
"876467",2020-01-02 18:25:32,13.8575065877
"876468",2020-01-02 18:30:32,13.8844830081
"876469",2020-01-02 18:35:32,13.8844830081
"876470",2020-01-02 18:40:32,13.8794256783
"876471",2020-01-02 18:45:32,13.8735250233
"876472",2020-01-02 18:50:32,13.8853258629
"876473",2020-01-02 18:55:33,13.9072367171
"876474",2020-01-02 19:00:32,13.9266139912
"876475",2020-01-02 19:05:32,13.9611435161
"876476",2020-01-02 19:10:32,13.7984613548
"876477",2020-01-02 19:15:32,13.8077430132
"876478",2020-01-02 19:20:32,13.8246157723
"876479",2020-01-02 19:25:32,13.8288333608
"876480",2020-01-02 19:30:32,13.8212415283
"876481",2020-01-02 19:35:32,13.8735250233
"876482",2020-01-02 19:40:32,13.9038662386
"876483",2020-01-02 19:45:32,13.8718390355
"876484",2020-01-02 19:50:32,13.8516041846
"876485",2020-01-02 19:55:32,13.9274563663
"876486",2020-01-02 20:00:32,13.9122921472
"876487",2020-01-02 20:05:32,13.9274563663
"876488",2020-01-02 20:10:32,13.9661952671
"876489",2020-01-02 20:15:32,13.9847154068
"876490",2020-01-02 20:20:32,13.9838736827
"876491",2020-01-02 20:25:32,13.9847154068
"876492",2020-01-02 20:30:32,13.9796649189
"876493",2020-01-02 20:35:33,13.9704047964
"876494",2020-01-02 20:40:32,13.9485126308
"876495",2020-01-02 20:45:32,13.9611435161
"876496",2020-01-02 20:50:32,13.9847154068
"876497",2020-01-02 20:55:32,13.9981816915
"876498",2020-01-02 21:00:35,14.0183765301
"876499",2020-01-02 21:05:32,14.0276306586
"876500",2020-01-02 21:10:32,14.0284718857
"876501",2020-01-02 21:15:32,14.0175351884
"876502",2020-01-02 21:20:32,14.057067927
"876503",2020-01-02 21:25:32,14.0663172258
"876504",2020-01-02 21:30:32,13.9762977356
"876505",2020-01-02 21:35:32,14.0301543113
"876506",2020-01-02 21:40:32,14.0015478802
"876507",2020-01-02 21:45:32,14.0015478802
"876508",2020-01-02 21:50:32,14.0150111059
"876509",2020-01-02 21:55:32,14.0377247537
"876510",2020-01-02 22:00:32,14.0688395615
"876511",2020-01-02 22:05:32,14.0654764281
"876512",2020-01-02 22:10:32,14.0671580139
"876513",2020-01-02 22:15:32,14.069680321
"876514",2020-01-02 22:20:32,14.0764060538
"876515",2020-01-02 22:25:32,14.0797686914
"876516",2020-01-02 22:30:32,14.0898556891
"876517",2020-01-02 22:35:32,14.0906962103
"876518",2020-01-02 22:40:32,14.0890151584
"876519",2020-01-02 22:45:32,14.0764060538
"876520",2020-01-02 22:50:32,14.047817474
"876521",2020-01-02 22:55:32,14.0562270245
"876522",2020-01-02 23:00:46,14.048658472
"876523",2020-01-02 23:05:46,14.0436123409
"876524",2020-01-02 23:10:46,14.0402480626
"876525",2020-01-02 23:15:46,14.0654764281
"876526",2020-01-02 23:20:32,14.0293131033
"876527",2020-01-02 23:25:32,14.2544161036
"876528",2020-01-02 23:30:32,13.9847154068
"876529",2020-01-02 23:35:32,13.9560914205
"876530",2020-01-02 23:40:32,13.9190321836
"876531",2020-01-02 23:45:32,14.3348842124
"876532",2020-01-02 23:50:32,14.0419302208
"876533",2020-01-02 23:55:32,13.9224019717
"876534",2020-01-03 00:00:32,13.9510389802
"876535",2020-01-03 00:05:32,13.9114495995
"876536",2020-01-03 00:10:32,13.9063941119
"876537",2020-01-03 00:15:32,13.901338279
"876538",2020-01-03 00:20:32,13.9392486121
"876539",2020-01-03 00:25:32,13.9215595391
"876540",2020-01-03 00:30:32,13.8794256783
"876541",2020-01-03 00:35:32,13.8735250233
"876542",2020-01-03 00:40:32,13.8878543694
"876543",2020-01-03 00:45:32,13.901338279
"876544",2020-01-03 00:50:32,13.8870115435
"876545",2020-01-03 00:55:32,13.9720885412
"876546",2020-01-03 01:00:32,14.0419302208
"876547",2020-01-03 01:05:32,14.1478293126
"876548",2020-01-03 01:10:32,14.3851325558
"876549",2020-01-03 01:15:32,14.2418350813
"876550",2020-01-03 01:20:32,14.3022045568
"876551",2020-01-03 01:25:32,13.7782064194
"876552",2020-01-03 01:30:32,14.6667316911
"876553",2020-01-03 01:35:32,13.78664665
"876554",2020-01-03 01:40:32,13.8060555256
"876555",2020-01-03 01:45:32,13.8575065877
"876556",2020-01-03 01:50:32,13.8945966312
"876557",2020-01-03 01:55:32,13.9122921472
"876558",2020-01-03 02:00:32,13.9367218604
"876559",2020-01-03 02:05:32,13.8701530092
"876560",2020-01-03 02:10:33,13.8220851038
"876561",2020-01-03 02:15:32,13.8178671305
"876562",2020-01-03 02:20:32,13.8735250233
"876563",2020-01-03 02:25:32,13.8895399924
"876564",2020-01-03 02:30:32,13.9417752776
"876565",2020-01-03 02:35:32,13.8912255771
"876566",2020-01-03 02:40:32,13.8945966312
"876567",2020-01-03 02:45:32,13.9493547569
"876568",2020-01-03 02:50:32,13.9451440308
"876569",2020-01-03 02:55:32,13.9341950225
"876570",2020-01-03 03:00:32,14.0023894035
"876571",2020-01-03 03:05:32,14.0352013588
"876572",2020-01-03 03:10:32,14.0965795919
"876573",2020-01-03 03:15:32,14.0999413146
"876574",2020-01-03 03:20:32,14.1537081636
"876575",2020-01-03 03:25:32,14.1604262801
"876576",2020-01-03 03:30:32,14.032677878
"876577",2020-01-03 03:35:35,13.8212415283
"876578",2020-01-03 03:40:32,13.8305203288
"876579",2020-01-03 03:45:32,13.8026804348
"876580",2020-01-03 03:50:32,13.8001490157
"876581",2020-01-03 03:55:32,13.7714535411
"876582",2020-01-03 04:00:32,13.7874906201
"876583",2020-01-03 04:05:32,13.8111178729
"876584",2020-01-03 04:10:32,13.8507609457
"876585",2020-01-03 04:15:32,13.8507609457
"876586",2020-01-03 04:20:32,13.8389545922
"876587",2020-01-03 04:25:32,13.8448580045
"876588",2020-01-03 04:30:33,13.8524474139
"876589",2020-01-03 04:35:32,13.892068355
"876590",2020-01-03 04:40:32,13.9358795907
"876591",2020-01-03 04:45:32,14.0217418015
"876592",2020-01-03 04:50:32,14.048658472
"876593",2020-01-03 04:55:32,14.0150111059
"876594",2020-01-03 05:00:32,13.999023253
"876595",2020-01-03 05:05:32,13.9964985398
"876596",2020-01-03 05:10:32,14.014169726
"876597",2020-01-03 05:15:32,14.0124869375
"876598",2020-01-03 05:20:32,14.0999413146
"876599",2020-01-03 05:25:32,14.1461495553
"876600",2020-01-03 05:30:32,14.1730211091
"876601",2020-01-03 05:35:32,14.2082752608
"876602",2020-01-03 05:40:32,13.9224019717
"876603",2020-01-03 05:45:32,13.9072367171
"876604",2020-01-03 05:50:32,13.8667808415
"876605",2020-01-03 05:55:32,13.8667808415
"876606",2020-01-03 06:00:32,13.8279898623
"876607",2020-01-03 06:05:32,13.8338941496
"876608",2020-01-03 06:10:32,13.8397979656
"876609",2020-01-03 06:15:32,13.8431713633
"876610",2020-01-03 06:20:32,13.8735250233
"876611",2020-01-03 06:25:32,13.8448580045
"876612",2020-01-03 06:30:32,13.8187107444
"876613",2020-01-03 06:35:32,13.79930519
"876614",2020-01-03 06:40:32,13.79930519
"876615",2020-01-03 06:45:32,13.8001490157
"876616",2020-01-03 06:50:32,13.8457013106
"876617",2020-01-03 06:55:32,13.9266139912
"876618",2020-01-03 07:00:32,14.026789422
"876619",2020-01-03 07:05:32,14.164624794
"876620",2020-01-03 07:10:32,14.1612660019
"876621",2020-01-03 07:15:32,14.3708989743
"876622",2020-01-03 07:20:32,14.5891267323
"876623",2020-01-03 07:25:32,14.7617502186
"876624",2020-01-03 07:30:32,14.8125437766
"876625",2020-01-03 07:35:32,14.7100885005
"876626",2020-01-03 07:40:32,14.7875676609
"876627",2020-01-03 07:45:32,13.7013560064
"876628",2020-01-03 07:50:32,13.7072704143
"876629",2020-01-03 07:55:32,13.7267001369
"876630",2020-01-03 08:00:32,13.7393689439
"876631",2020-01-03 08:05:32,13.7613230672
"876632",2020-01-03 08:10:32,13.7748300573
"876633",2020-01-03 08:15:32,13.746969186
"876634",2020-01-03 08:20:32,13.7630115759
"876635",2020-01-03 08:25:32,13.7900224725
"876636",2020-01-03 08:30:32,13.7030458855
"876637",2020-01-03 08:35:32,13.729234072
