UTC,ML,PST
2/2/20 13:46,12.28175676,2/2/20 5:45
2/2/20 14:01,12.43665151,2/2/20 6:00
2/2/20 14:16,12.61094548,2/2/20 6:15
2/2/20 14:31,12.83699463,2/2/20 6:30
2/2/20 14:46,12.82587972,2/2/20 6:45
2/2/20 15:01,12.95061202,2/2/20 7:00
2/2/20 15:16,13.02910175,2/2/20 7:15
2/2/20 15:31,12.96170805,2/2/20 7:30
2/2/20 15:46,13.03336509,2/2/20 7:45
2/2/20 16:01,13.07598493,2/2/20 8:00
2/2/20 16:16,13.11261824,2/2/20 8:15
2/2/20 16:31,13.13475976,2/2/20 8:30
2/2/20 16:46,13.24026618,2/2/20 8:45
2/2/20 17:01,13.21135205,2/2/20 9:00
2/2/20 17:16,13.21390375,2/2/20 9:15
2/2/20 17:31,13.23091285,2/2/20 9:30
2/2/20 17:46,13.21985738,2/2/20 9:45
2/2/20 18:01,13.26066931,2/2/20 10:00
2/2/20 18:16,13.32863896,2/2/20 10:15
2/2/20 18:31,13.33288498,2/2/20 10:30
2/2/20 18:46,13.37023942,2/2/20 10:45
2/2/20 19:01,13.32778973,2/2/20 11:00
2/2/20 19:16,13.55672819,2/2/20 11:15
2/2/20 19:31,13.45252215,2/2/20 11:30
2/2/20 19:46,13.49405276,2/2/20 11:45
2/2/20 20:01,13.58804595,2/2/20 12:00
2/2/20 20:16,13.54064093,2/2/20 12:15
2/2/20 20:31,13.44658729,2/2/20 12:30
2/2/20 20:46,13.68445509,2/2/20 12:45
2/2/20 21:01,13.61342898,2/2/20 13:00
2/2/20 21:16,13.39993965,2/2/20 13:15
2/2/20 21:31,13.38381815,2/2/20 13:30
2/2/20 21:46,13.51015018,2/2/20 13:45
2/2/20 22:01,13.43726012,2/2/20 14:00
2/2/20 22:16,13.46015197,2/2/20 14:15
2/2/20 22:31,13.54995503,2/2/20 14:30
2/2/20 22:46,13.69037085,2/2/20 14:45
2/2/20 23:01,13.88279727,2/2/20 15:00
2/2/20 23:16,14.01332834,2/2/20 15:15
2/2/20 23:31,13.66416888,2/2/20 15:30
2/2/20 23:46,13.74865802,2/2/20 15:45
2/3/20 0:01,13.9089219,2/2/20 16:00
2/3/20 0:16,13.66924096,2/2/20 16:15
2/3/20 0:31,13.82798986,2/2/20 16:30
2/3/20 0:46,13.85834975,2/2/20 16:45
2/3/20 1:01,13.82292867,2/2/20 17:00
2/3/20 1:16,13.76892105,2/2/20 17:15
2/3/20 1:31,13.68868068,2/2/20 17:30
2/3/20 1:46,13.67515794,2/2/20 17:45
2/3/20 2:01,14.03520136,2/2/20 18:00
2/3/20 2:16,14.15538775,2/2/20 18:15
2/3/20 2:31,13.41351292,2/2/20 18:30
2/3/20 2:46,13.48218926,2/2/20 18:45
2/3/20 3:01,13.22836173,2/2/20 19:00
2/3/20 3:16,12.83699463,2/2/20 19:15
2/3/20 3:31,13.03421773,2/2/20 19:30
2/3/20 3:46,13.51015018,2/2/20 19:45
2/3/20 4:01,12.55861506,2/2/20 20:00
2/3/20 4:16,12.70350444,2/2/20 20:15
2/3/20 4:31,13.09728559,2/2/20 20:30
2/3/20 4:46,12.94207547,2/2/20 20:45
2/3/20 5:01,12.9198758,2/2/20 21:00
2/3/20 5:16,12.8951067,2/2/20 21:15
2/3/20 5:31,12.87716524,2/2/20 21:30
2/3/20 5:46,13.10665592,2/2/20 21:45
2/3/20 6:01,13.13901698,2/2/20 22:00
2/3/20 6:16,12.99157365,2/2/20 22:15
2/3/20 6:31,12.94122176,2/2/20 22:30
2/3/20 6:46,13.06405387,2/2/20 22:45
2/3/20 7:01,13.06320157,2/2/20 23:00
2/3/20 7:16,13.12368983,2/2/20 23:15
2/3/20 7:31,13.3804237,2/2/20 23:30
2/3/20 7:46,13.53894733,2/2/20 23:45
2/3/20 8:01,13.22240879,2/3/20 0:00
2/3/20 8:16,13.19689072,2/3/20 0:15
2/3/20 8:31,13.32524197,2/3/20 0:30
2/3/20 8:46,13.67431268,2/3/20 0:45
2/3/20 9:01,13.1407198,2/3/20 1:00
2/3/20 9:16,13.2445173,2/3/20 1:15
2/3/20 9:31,13.10154498,2/3/20 1:30
2/3/20 9:46,13.30315769,2/3/20 1:45
2/3/20 10:01,13.02313265,2/3/20 2:00
2/3/20 10:16,13.00863425,2/3/20 2:15
2/3/20 10:31,13.13986839,2/3/20 2:30
2/3/20 10:46,14.32818187,2/3/20 2:45
2/3/20 11:01,12.46415401,2/3/20 3:00
2/3/20 11:16,13.04018593,2/3/20 3:15
2/3/20 11:31,12.28606383,2/3/20 3:30
2/3/20 11:46,12.33342485,2/3/20 3:45
2/3/20 12:01,12.62895222,2/3/20 4:00
2/3/20 12:16,13.80943046,2/3/20 4:15
2/3/20 12:31,12.21712017,2/3/20 4:30
2/3/20 12:46,12.4873512,2/3/20 4:45
2/3/20 13:01,12.60665751,2/3/20 5:00
2/3/20 13:16,12.71549426,2/3/20 5:15
2/3/20 13:31,12.77370266,2/3/20 5:30
2/3/20 13:46,12.355803,2/3/20 5:45
2/3/20 14:01,12.43149364,2/3/20 6:00
2/3/20 14:16,12.63666804,2/3/20 6:15
2/3/20 14:31,12.18779939,2/3/20 6:30
2/3/20 14:46,12.18693683,2/3/20 6:45
2/3/20 15:01,11.93636431,2/3/20 7:00
2/3/20 15:16,12.05398149,2/3/20 7:15
2/3/20 15:31,12.37989489,2/3/20 7:30
2/3/20 15:46,12.02545948,2/3/20 7:45
2/3/20 16:01,12.09544814,2/3/20 8:00
2/3/20 16:16,12.11358238,2/3/20 8:15
2/3/20 16:31,11.90346669,2/3/20 8:30
2/3/20 16:46,12.02286601,2/3/20 8:45
2/3/20 17:01,12.03323932,2/3/20 9:00
2/3/20 17:16,12.08767494,2/3/20 9:15
2/3/20 17:31,12.06003018,2/3/20 9:30
2/3/20 17:46,12.15501514,2/3/20 9:45
2/3/20 18:01,11.93117094,2/3/20 10:00
2/3/20 18:16,11.91472282,2/3/20 10:15
2/3/20 18:31,11.89827097,2/3/20 10:30
2/3/20 18:46,11.86362335,2/3/20 10:45
2/3/20 19:01,11.92684285,2/3/20 11:00
2/3/20 19:16,11.89827097,2/3/20 11:15
2/3/20 19:31,12.36698951,2/3/20 11:30
2/3/20 19:46,12.49765871,2/3/20 11:45
2/3/20 20:01,12.62552271,2/3/20 12:00
2/3/20 20:16,12.62895222,2/3/20 12:15
2/3/20 20:31,12.6263801,2/3/20 12:30
2/3/20 20:46,12.63495348,2/3/20 12:45
2/3/20 21:01,12.70607385,2/3/20 13:00
2/3/20 21:16,12.77712525,2/3/20 13:15
2/3/20 21:31,12.70778674,2/3/20 13:30
2/3/20 21:46,12.72662591,2/3/20 13:45
2/3/20 22:01,12.8207492,2/3/20 14:00
2/3/20 22:16,12.87887414,2/3/20 14:15
2/3/20 22:31,13.12028336,2/3/20 14:30
2/3/20 22:46,12.98730788,2/3/20 14:45
2/3/20 23:01,12.89339818,2/3/20 15:00
2/3/20 23:16,12.98645469,2/3/20 15:15
2/3/20 23:31,13.01545738,2/3/20 15:30
2/3/20 23:46,13.02739634,2/3/20 15:45
2/4/20 0:01,13.14412532,2/3/20 16:00
2/4/20 0:16,13.13220531,2/3/20 16:15
2/4/20 0:31,13.13475976,2/3/20 16:30
2/4/20 0:46,13.00010444,2/3/20 16:45
2/4/20 1:01,12.96768214,2/3/20 17:00
2/4/20 1:16,12.97024232,2/3/20 17:15
2/4/20 1:31,12.94975841,2/3/20 17:30
2/4/20 1:46,12.93268412,2/3/20 17:45
2/4/20 2:01,12.94036804,2/3/20 18:00
2/4/20 2:16,12.97194905,2/3/20 18:15
2/4/20 2:31,12.94207547,2/3/20 18:30
2/4/20 2:46,12.93866057,2/3/20 18:45
2/4/20 3:01,12.93951431,2/3/20 19:00
2/4/20 3:16,12.87716524,2/3/20 19:15
2/4/20 3:31,12.80792132,2/3/20 19:30
2/4/20 3:46,12.76172236,2/3/20 19:45
2/4/20 4:01,12.67780535,2/3/20 20:00
2/4/20 4:16,12.70949959,2/3/20 20:15
2/4/20 4:31,12.67009386,2/3/20 20:30
2/4/20 4:46,12.76600126,2/3/20 20:45
2/4/20 5:01,13.49066339,2/3/20 21:00
2/4/20 5:16,12.540591,2/3/20 21:15
2/4/20 5:31,12.52943103,2/3/20 21:30
2/4/20 5:46,12.61694822,2/3/20 21:45
2/4/20 6:01,13.1747679,2/3/20 22:00
2/4/20 6:16,12.86947469,2/3/20 22:15
2/4/20 6:31,12.62209303,2/3/20 22:30
2/4/20 6:46,12.6246653,2/3/20 22:45
2/4/20 7:01,13.68107444,2/3/20 23:00
2/4/20 7:16,12.4675911,2/3/20 23:15
2/4/20 7:31,12.50367075,2/3/20 23:30
2/4/20 7:46,12.37645368,2/3/20 23:45
2/4/20 8:01,12.65295432,2/4/20 0:00
2/4/20 8:16,12.41859737,2/4/20 0:15
2/4/20 8:31,12.4142981,2/4/20 0:30
2/4/20 8:46,12.24039594,2/4/20 0:45
2/4/20 9:01,12.81305274,2/4/20 1:00
2/4/20 9:16,12.36440816,2/4/20 1:15
2/4/20 9:31,12.28606383,2/4/20 1:30
2/4/20 9:46,12.33600729,2/4/20 1:45
2/4/20 10:01,12.5217039,2/4/20 2:00
2/4/20 10:16,12.31706724,2/4/20 2:15
2/4/20 10:31,12.38333594,2/4/20 2:30
2/4/20 10:46,13.43471615,2/4/20 2:45
2/4/20 11:01,12.60408461,2/4/20 3:00
2/4/20 11:16,12.05830203,2/4/20 3:15
2/4/20 11:31,12.75059603,2/4/20 3:30
2/4/20 11:46,12.89339818,2/4/20 3:45
2/4/20 12:01,12.96426844,2/4/20 4:00
2/4/20 12:16,12.36268721,2/4/20 4:15
2/4/20 12:31,12.57749264,2/4/20 4:30
2/4/20 12:46,12.03842541,2/4/20 4:45
2/4/20 13:01,11.97357264,2/4/20 5:00
2/4/20 13:16,11.5319038,2/4/20 5:15
2/4/20 13:31,11.50752954,2/4/20 5:30
2/4/20 13:46,11.51797666,2/4/20 5:45
2/4/20 14:01,11.86448974,2/4/20 6:00
2/4/20 14:16,11.93982635,2/4/20 6:15
2/4/20 14:31,11.94588453,2/4/20 6:30
2/4/20 14:46,11.38553521,2/4/20 6:45
2/4/20 15:01,12.32309415,2/4/20 7:00
2/4/20 15:16,10.82960662,2/4/20 7:15
2/4/20 15:31,11.1488035,2/4/20 7:30
2/4/20 15:46,11.70750443,2/4/20 7:45
2/4/20 16:01,11.04635831,2/4/20 8:00
2/4/20 16:16,10.43568211,2/4/20 8:15
2/4/20 16:31,10.95956028,2/4/20 8:30
2/4/20 16:46,10.8129064,2/4/20 8:45
2/4/20 17:01,10.96920966,2/4/20 9:00
2/4/20 17:16,10.56899415,2/4/20 9:15
2/4/20 17:31,11.56670995,2/4/20 9:30
2/4/20 17:46,12.00038545,2/4/20 9:45
2/4/20 18:46,12.03237493,2/4/20 10:45
2/4/20 19:01,11.74916894,2/4/20 11:00
2/4/20 19:31,11.87835061,2/4/20 11:30
2/4/20 19:46,11.96232561,2/4/20 11:45
2/4/20 20:01,12.06867029,2/4/20 12:00
2/4/20 20:16,11.98654781,2/4/20 12:15
2/4/20 20:31,12.10062981,2/4/20 12:30
2/4/20 20:46,12.22660379,2/4/20 12:45
2/4/20 21:01,12.40053876,2/4/20 13:00
2/4/20 21:16,12.42547566,2/4/20 13:15
2/4/20 21:31,12.47790138,2/4/20 13:30
2/4/20 21:46,12.44868513,2/4/20 13:45
2/4/20 22:01,12.50538838,2/4/20 14:00
2/4/20 22:16,12.534582,2/4/20 14:15
2/4/20 22:31,12.73689978,2/4/20 14:30
2/4/20 22:46,12.90791935,2/4/20 14:45
2/4/20 23:01,13.14667935,2/4/20 15:00
2/4/20 23:16,13.3167488,2/4/20 15:15
2/4/20 23:31,13.37618042,2/4/20 15:30
2/4/20 23:46,13.38721245,2/4/20 15:45
2/5/20 0:01,13.36090258,2/4/20 16:00
2/5/20 0:16,13.38381815,2/4/20 16:15
2/5/20 0:31,13.28361608,2/4/20 16:30
2/5/20 0:46,13.33967811,2/4/20 16:45
2/5/20 1:01,13.30060908,2/4/20 17:00
2/5/20 1:16,13.287015,2/4/20 17:15
2/5/20 1:31,13.22921212,2/4/20 17:30
2/5/20 1:46,13.15519217,2/4/20 17:45
2/5/20 2:01,13.05553049,2/4/20 18:00
2/5/20 2:16,12.91475184,2/4/20 18:15
2/5/20 2:31,12.73946802,2/4/20 18:30
2/5/20 2:46,12.68037566,2/4/20 18:45
2/5/20 3:01,12.61437568,2/4/20 19:00
2/5/20 3:16,12.5440245,2/4/20 19:15
2/5/20 3:31,12.49250514,2/4/20 19:30
2/5/20 3:46,12.50281191,2/4/20 19:45
2/5/20 4:01,12.46071676,2/4/20 20:00
2/5/20 4:16,12.30759537,2/4/20 20:15
2/5/20 4:31,12.08162854,2/4/20 20:30
2/5/20 4:46,12.08940239,2/4/20 20:45
2/5/20 5:01,11.93809535,2/4/20 21:00
2/5/20 5:16,11.85409236,2/4/20 21:15
2/5/20 5:31,11.61367179,2/4/20 21:30
2/5/20 5:46,11.41779654,2/4/20 21:45
2/5/20 6:16,11.28866492,2/4/20 22:15
2/5/20 7:01,10.958683,2/4/20 23:00
2/5/20 7:16,10.80675272,2/4/20 23:15
2/5/20 7:31,10.69237436,2/4/20 23:30
2/5/20 7:46,10.55664448,2/4/20 23:45
2/5/20 8:01,10.38529467,2/5/20 0:00
2/5/20 8:16,10.28441357,2/5/20 0:15
2/5/20 8:31,10.20998928,2/5/20 0:30
2/5/20 8:46,10.03069963,2/5/20 0:45
2/5/20 9:01,9.867885358,2/5/20 1:00
2/5/20 9:16,9.65558158,2/5/20 1:15
2/5/20 9:46,9.496385988,2/5/20 1:45
2/5/20 10:01,9.413965544,2/5/20 2:00
2/5/20 10:16,9.410379883,2/5/20 2:15
2/5/20 10:31,9.458771092,2/5/20 2:30
2/5/20 10:46,9.373616436,2/5/20 2:45
2/5/20 11:01,9.201202737,2/5/20 3:00
2/5/20 11:16,9.051798935,2/5/20 3:15
2/5/20 11:31,8.962546792,2/5/20 3:30
2/5/20 12:01,8.964350977,2/5/20 4:00
2/5/20 12:16,8.976077062,2/5/20 4:15
2/5/20 12:46,8.756568146,2/5/20 4:45
2/5/20 13:01,8.706790528,2/5/20 5:00
2/5/20 13:16,8.696830803,2/5/20 5:15
2/5/20 13:31,8.65154165,2/5/20 5:30
2/5/20 14:01,8.667849084,2/5/20 6:00
2/5/20 14:16,8.667849084,2/5/20 6:15
2/5/20 14:31,8.602596779,2/5/20 6:30
2/5/20 15:01,8.478269591,2/5/20 7:00
2/5/20 15:16,8.43556675,2/5/20 7:15
2/5/20 15:46,8.530931156,2/5/20 7:45
2/5/20 16:01,8.581739599,2/5/20 8:00
2/5/20 16:16,8.622541371,2/5/20 8:15
2/5/20 16:31,8.682341427,2/5/20 8:30
2/5/20 17:01,8.82800574,2/5/20 9:00
2/5/20 17:31,9.115739022,2/5/20 9:30
2/5/20 17:46,9.272194395,2/5/20 9:45
2/5/20 18:01,9.533981042,2/5/20 10:00
2/5/20 18:16,9.788568287,2/5/20 10:15
2/5/20 19:16,11.0857775,2/5/20 11:15
2/5/20 19:31,11.52407011,2/5/20 11:30
2/5/20 19:46,11.88094923,2/5/20 11:45
2/5/20 20:01,12.1144458,2/5/20 12:00
2/5/20 20:16,12.355803,2/5/20 12:15
2/5/20 20:31,12.62552271,2/5/20 12:30
2/5/20 20:46,12.09372083,2/5/20 12:45
2/5/20 21:01,12.10149338,2/5/20 13:00
2/5/20 21:16,12.14638525,2/5/20 13:15
2/5/20 21:31,12.13775435,2/5/20 13:30
2/5/20 21:46,11.96059515,2/5/20 13:45
2/5/20 22:01,11.84629335,2/5/20 14:00
2/5/20 22:16,11.8384935,2/5/20 14:15
2/5/20 22:31,11.8098869,2/5/20 14:30
2/5/20 22:46,12.08767494,2/5/20 14:45
2/5/20 23:01,12.18434911,2/5/20 15:00
2/5/20 23:16,12.31448412,2/5/20 15:15
2/5/20 23:31,12.52084528,2/5/20 15:30
2/5/20 23:46,12.6152332,2/5/20 15:45
2/6/20 0:01,12.58435601,2/5/20 16:00
2/6/20 0:16,13.18327747,2/5/20 16:15
2/6/20 0:46,12.68894273,2/5/20 16:45
2/6/20 1:01,12.54316614,2/5/20 17:00
2/6/20 1:16,12.62037814,2/5/20 17:15
2/6/20 1:31,12.73775587,2/5/20 17:30
2/6/20 1:46,12.68808606,2/5/20 17:45
2/6/20 2:01,12.76172236,2/5/20 18:00
2/6/20 2:16,12.7163506,2/5/20 18:15
2/6/20 2:31,12.66666627,2/5/20 18:30
2/6/20 2:46,12.59207653,2/5/20 18:45
2/6/20 3:01,12.53715735,2/5/20 19:00
2/6/20 3:16,12.39623844,2/5/20 19:15
2/6/20 3:31,12.39709852,2/5/20 19:30
2/6/20 3:46,12.40913865,2/5/20 19:45
2/6/20 4:01,12.16105545,2/5/20 20:00
2/6/20 4:16,11.99260211,2/5/20 20:15
2/6/20 4:31,11.82982602,2/5/20 20:30
2/6/20 4:46,11.77606458,2/5/20 20:45
2/6/20 5:01,11.65973444,2/5/20 21:00
2/6/20 5:16,11.70837268,2/5/20 21:15
2/6/20 5:31,11.62844979,2/5/20 21:30
2/6/20 5:46,11.61801857,2/5/20 21:45
2/6/20 6:01,11.60932475,2/5/20 22:00
2/6/20 6:16,11.6067164,2/5/20 22:15
2/6/20 6:31,11.58149751,2/5/20 22:30
2/6/20 6:46,11.6128024,2/5/20 22:45
2/6/20 7:01,11.45091485,2/5/20 23:00
2/6/20 7:16,11.36460126,2/5/20 23:15
2/6/20 7:31,11.28080488,2/5/20 23:30
2/6/20 7:46,11.17767206,2/5/20 23:45
2/6/20 8:01,11.05862436,2/6/20 0:00
2/6/20 8:16,11.03146102,2/6/20 0:15
2/6/20 8:31,11.01831379,2/6/20 0:30
2/6/20 8:46,10.85860306,2/6/20 0:45
2/6/20 9:01,10.84278827,2/6/20 1:00
2/6/20 9:16,10.84718161,2/6/20 1:15
2/6/20 9:31,10.97622658,2/6/20 1:30
2/6/20 9:46,11.40646312,2/6/20 1:45
2/6/20 10:01,11.6354031,2/6/20 2:00
2/6/20 10:16,11.86189054,2/6/20 2:15
2/6/20 10:31,11.9225145,2/6/20 2:30
2/6/20 10:46,12.12912242,2/6/20 2:45
2/6/20 11:01,11.99519665,2/6/20 3:00
2/6/20 11:16,12.05484562,2/6/20 3:15
2/6/20 11:31,12.12566936,2/6/20 3:30
2/6/20 11:46,12.15328924,2/6/20 3:45
2/6/20 12:01,12.0868112,2/6/20 4:00
2/6/20 12:16,12.16795805,2/6/20 4:15
2/6/20 12:31,12.19728681,2/6/20 4:30
2/6/20 12:46,12.21022223,2/6/20 4:45
2/6/20 13:01,12.16191831,2/6/20 5:00
2/6/20 13:16,12.0064386,2/6/20 5:15
2/6/20 13:31,12.21280903,2/6/20 5:30
2/6/20 13:46,12.18521169,2/6/20 5:45
2/6/20 14:01,12.12394277,2/6/20 6:00
2/6/20 14:16,12.14552221,2/6/20 6:15
2/6/20 14:31,12.14983733,2/6/20 6:30
2/6/20 14:46,12.14293301,2/6/20 6:45
2/6/20 15:01,12.11962612,2/6/20 7:00
2/6/20 15:16,12.15501514,2/6/20 7:15
2/6/20 15:31,12.15587807,2/6/20 7:30
2/6/20 15:46,12.13861748,2/6/20 7:45
2/6/20 16:01,12.16623246,2/6/20 8:00
2/6/20 16:16,12.18779939,2/6/20 8:15
2/6/20 16:31,12.19728681,2/6/20 8:30
2/6/20 16:46,12.23781011,2/6/20 8:45
2/6/20 17:01,12.27400339,2/6/20 9:00
2/6/20 17:16,12.26021759,2/6/20 9:15
2/6/20 17:31,12.25073834,2/6/20 9:30
2/6/20 17:46,12.33170316,2/6/20 9:45
2/6/20 18:01,12.39365812,2/6/20 10:00
2/6/20 18:16,12.38763703,2/6/20 10:15
2/6/20 18:31,12.08767494,2/6/20 10:30
2/6/20 18:46,11.91385702,2/6/20 10:45
2/6/20 19:01,11.67710898,2/6/20 11:00
2/6/20 19:16,11.6588656,2/6/20 11:15
2/6/20 19:31,11.60149942,2/6/20 11:30
2/6/20 19:46,11.7561107,2/6/20 11:45
2/6/20 20:01,11.40471936,2/6/20 12:00
2/6/20 20:16,11.34540649,2/6/20 12:15
2/6/20 20:31,11.3192236,2/6/20 12:30
2/6/20 20:46,11.23712249,2/6/20 12:45
2/6/20 21:01,11.18991585,2/6/20 13:00
2/6/20 21:16,11.1269257,2/6/20 13:15
2/6/20 21:31,11.06037648,2/6/20 13:30
2/6/20 21:46,10.95429644,2/6/20 13:45
2/6/20 22:01,10.94903222,2/6/20 14:00
2/6/20 22:16,10.958683,2/6/20 14:15
2/6/20 22:31,10.87617099,2/6/20 14:30
2/6/20 22:46,10.7064615,2/6/20 14:45
2/6/20 23:01,11.33755262,2/6/20 15:00
2/6/20 23:16,11.83415989,2/6/20 15:15
2/6/20 23:31,12.32567696,2/6/20 15:30
2/6/20 23:46,12.46243541,2/6/20 15:45
2/7/20 0:01,13.11176651,2/6/20 16:00
2/7/20 0:16,12.84468857,2/6/20 16:15
2/7/20 0:31,12.84639823,2/6/20 16:30
2/7/20 0:46,12.8720383,2/6/20 16:45
2/7/20 1:01,12.84810785,2/6/20 17:00
2/7/20 1:16,12.76001072,2/6/20 17:15
2/7/20 1:31,12.77712525,2/6/20 17:30
2/7/20 1:46,12.80963183,2/6/20 17:45
2/7/20 2:01,12.76257816,2/6/20 18:00
2/7/20 2:16,12.78739204,2/6/20 18:15
2/7/20 2:46,12.7531638,2/6/20 18:45
2/7/20 3:01,12.70949959,2/6/20 19:00
2/7/20 3:31,12.68722939,2/6/20 19:30
