"Clade","Type","Gene","Isolate","Redundancy","Potential_Pseudogene_Ref","Species","Methodology","Genbank","Genbank_link","Host_Phylum","Host_Class","Host_Order","Host_Family","Host_Genus","Host_Species","Host_Sci_Name","AphiaID","Environment","Ocean","Country","StateRegion","SubRegion","Locale","Latitude","Longitude","Coordinate_Precision","Min_Depth","Max_Depth","Start_Year_Collect","End_Year_Collect","Ref","Reference","Ref_link"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Pectiniidae","Oxypora","lacera","Oxypora lacera",207374,"in hospite","Indian","Tanzania","Western Indian","Zanzibar","Banda Kuu",-5.425601,39.175998,2000,3,12,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Pectiniidae","Oxypora","lacera","Oxypora lacera",207374,"in hospite","Pacific","Thailand","Phuket","Andaman Sea","Phiphi Don",7.432416,98.464195,5900,2,6,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Pectiniidae","Oxypora","sp.","Oxypora sp.",205536,"in hospite","Indian","Tanzania","Western Indian","Zanzibar","Bawe",-6.094467,39.072265,1000,2,6,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pachyseris","rugosa","Pachyseris rugosa",207292,"in hospite","Indian","Tanzania","Western Indian","Zanzibar","Banda Kuu",-5.425601,39.175998,2000,3,12,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pachyseris","rugosa","Pachyseris rugosa",207292,"in hospite","Pacific","Thailand","Phuket","Andaman Sea","Hae",7.450068,98.230912,1500,2,6,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pachyseris","rugosa","Pachyseris rugosa",207292,"in hospite","Pacific","Thailand","Phuket","Similan Islands","Similan",8.344871,97.381451,4500,2,12,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pachyseris","sp.","Pachyseris sp.",206073,"in hospite","Indian","Tanzania","Western Indian","Zanzibar","Bawe",-6.094467,39.072265,1000,2,6,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pachyseris","speciosa","Pachyseris speciosa",207293,"in hospite","Indian","Tanzania","Western Indian","Zanzibar","Changuu",-6.070491,39.100244,1000,2,6,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pachyseris","speciosa","Pachyseris speciosa",207293,"in hospite","Pacific","Thailand","Phuket","Andaman Sea","Phiphi Don",7.432416,98.464195,5900,2,6,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Zoanthidea","Sphenopidae","Palythoa","sp.","Palythoa sp.",205785,"in hospite","Indian","Tanzania","Western Indian","Zanzibar","Changuu",-6.070491,39.100244,1000,2,6,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Zoanthidea","Sphenopidae","Palythoa","sp.","Palythoa sp.",205785,"in hospite","Pacific","Thailand","Phuket","Andaman Sea","Cape Panwa",7.481125,98.244201,1000,0,5,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pavona","duerdeni","Pavona duerdeni",207315,"in hospite","Pacific","Thailand","Phuket","Similan Islands","Similan",8.344871,97.381451,4500,2,12,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pavona","explanulata","Pavona explanulata",207306,"in hospite","Indian","Tanzania","Western Indian","Zanzibar","Bawe",-6.094467,39.072265,1000,2,6,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pavona","explanulata","Pavona explanulata",207306,"in hospite","Indian","Tanzania","Western Indian","Zanzibar","Banda Kuu",-5.425601,39.175998,2000,3,12,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pavona","explanulata","Pavona explanulata",207306,"in hospite","Pacific","Thailand","Phuket","Andaman Sea","Phiphi Lae",7.411501,98.451796,3500,6,12,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pavona","maldivensis","Pavona maldivensis",207309,"in hospite","Indian","Tanzania","Western Indian","Zanzibar","Banda Kuu",-5.425601,39.175998,2000,3,12,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pavona","minuta","Pavona minuta",207317,"in hospite","Pacific","Thailand","Phuket","Andaman Sea","Phiphi Lae",7.411501,98.451796,3500,6,12,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pavona","varians","Pavona varians",207303,"in hospite","Indian","Tanzania","Western Indian","Zanzibar","Changuu",-6.070491,39.100244,1000,2,6,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pavona","varians","Pavona varians",207303,"in hospite","Pacific","Thailand","Phuket","Andaman Sea","Racha",7.364345,98.221469,2000,2,5,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pavona","varians","Pavona varians",207303,"in hospite","Pacific","Thailand","Phuket","Andaman Sea","Phiphi Lae",7.411501,98.451796,3500,6,12,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pavona","varians","Pavona varians",207303,"in hospite","Pacific","Thailand","Phuket","Andaman Sea","Hae",7.450068,98.230912,1500,2,6,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pavona","varians","Pavona varians",207303,"in hospite","Pacific","Thailand","Phuket","Andaman Sea","Cape Panwa",7.481125,98.244201,1000,0,5,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pavona","varians","Pavona varians",207303,"in hospite","Pacific","Thailand","Phuket","Similan Islands","Similan",8.344871,97.381451,4500,2,12,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Agariciidae","Pavona","venosa","Pavona venosa",207301,"in hospite","Pacific","Thailand","Phuket","Andaman Sea","Phiphi Don",7.432416,98.464195,5900,2,6,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Pectiniidae","Pectinia","africanus","Pectinia africanus",288402,"in hospite","Indian","Tanzania","Western Indian","Zanzibar","Banda Kuu",-5.425601,39.175998,2000,3,12,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Physogyra","lichtensteini","Physogyra lichtensteini",207497,"in hospite","Indian","Tanzania","Western Indian","Zanzibar","Bawe",-6.094467,39.072265,1000,2,6,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Physogyra","lichtensteini","Physogyra lichtensteini",207497,"in hospite","Indian","Tanzania","Western Indian","Zanzibar","Changuu",-6.070491,39.100244,1000,2,6,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Physogyra","lichtensteini","Physogyra lichtensteini",207497,"in hospite","Indian","Tanzania","Western Indian","Zanzibar","Changuu",-6.070491,39.100244,1000,2,6,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Physogyra","lichtensteini","Physogyra lichtensteini",207497,"in hospite","Pacific","Thailand","Phuket","Andaman Sea","Racha",7.364345,98.221469,2000,2,5,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Physogyra","lichtensteini","Physogyra lichtensteini",207497,"in hospite","Pacific","Thailand","Phuket","Andaman Sea","Phiphi Lae",7.411501,98.451796,3500,6,12,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Physogyra","lichtensteini","Physogyra lichtensteini",207497,"in hospite","Pacific","Thailand","Phuket","Andaman Sea","Phiphi Don",7.432416,98.464195,5900,2,6,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Physogyra","lichtensteini","Physogyra lichtensteini",207497,"in hospite","Pacific","Thailand","Phuket","Similan Islands","Similan",8.344871,97.381451,4500,2,12,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
"C","C3","ITS2","N_A","N_A","NO_Stat_2009_MEPS_386_83","N_A","DGGE","same_as_AF499789","http://www.ncbi.nlm.nih.gov/nuccore/AF499789","Cnidaria","Anthozoa","Scleractinia","Faviidae","Platygyra","contorta","Platygyra contorta",289205,"in hospite","Indian","Tanzania","Western Indian","Zanzibar","Banda Kuu",-5.425601,39.175998,2000,3,12,2007,2007,"LaJeunesse_2010_J_Biogeography_37_785","LaJeunesse TC, Pettay DT, Sampayo EM, Phongsuwan N, Brown B, Obura DO, Hoegh-Guldberg O, Fitt WK (2010) Long-standing environmental conditions, geographic isolation and host-symbiont specificity influence the relative ecological dominance and genetic diversification of coral endosymbionts in the genus Symbiodinium. Journal of Biogeography 37, 785-800.","http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2699.2010.02273.x/abstract"
