"Clade","Type","Gene","Isolate","Redundancy","Potential_Pseudogene_Ref","Species","Methodology","Genbank","Genbank_link","Host_Phylum","Host_Class","Host_Order","Host_Family","Host_Genus","Host_Species","Host_Sci_Name","AphiaID","Environment","Ocean","Country","StateRegion","SubRegion","Locale","Latitude","Longitude","Coordinate_Precision","Min_Depth","Max_Depth","Start_Year_Collect","End_Year_Collect","Ref","Reference","Ref_link"
"A","A4a","ITS2","N_A","N_A","N_A","N_A","DGGE","same_as_AF499778","http://www.ncbi.nlm.nih.gov/nuccore/AF499778","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites","astreoides","Porites astreoides",288889,"in hospite","Caribbean","Barbados","Eastern Caribbean","N_A","N_A",13.113952,-59.323522,14655,1,5,2005,2005,"Finney_2010_Microb_Ecol_60_250","Finney JC, Pettay DT, Sampayo EM, Warner ME, Oxenford HA, LaJeunesse TC (2010) The relative significance of host-habitat, depth, and geography on the ecology, endemism, and speciation of coral endosymbionts in the genus Symbiodinium. Microbial Ecology 60, 250-263.","http://www.springerlink.com/content/lw3714t60p771p17/"
"A","A4a","ITS2","N_A","N_A","N_A","N_A","DGGE","same_as_AF499778","http://www.ncbi.nlm.nih.gov/nuccore/AF499778","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites","astreoides","Porites astreoides",288889,"in hospite","Caribbean","Barbados","Eastern Caribbean","N_A","N_A",13.113952,-59.323522,14655,10,20,2005,2005,"Finney_2010_Microb_Ecol_60_250","Finney JC, Pettay DT, Sampayo EM, Warner ME, Oxenford HA, LaJeunesse TC (2010) The relative significance of host-habitat, depth, and geography on the ecology, endemism, and speciation of coral endosymbionts in the genus Symbiodinium. Microbial Ecology 60, 250-263.","http://www.springerlink.com/content/lw3714t60p771p17/"
"A","A4a","ITS2","N_A","N_A","N_A","N_A","DGGE","same_as_AF499778","http://www.ncbi.nlm.nih.gov/nuccore/AF499778","Cnidaria","Anthozoa","Actiniaria","Stichodactylidae","Stichodactyla","helianthus","Stichodactyla helianthus",291135,"in hospite","Caribbean","Belize","Western Caribbean","South Yucatan","Carrie Bow",16.480001,-88.045999,15000,1,5,2002,2003,"Finney_2010_Microb_Ecol_60_250","Finney JC, Pettay DT, Sampayo EM, Warner ME, Oxenford HA, LaJeunesse TC (2010) The relative significance of host-habitat, depth, and geography on the ecology, endemism, and speciation of coral endosymbionts in the genus Symbiodinium. Microbial Ecology 60, 250-263.","http://www.springerlink.com/content/lw3714t60p771p17/"
"A","A4a","ITS2","N_A","N_A","N_A","N_A","cloning","same_as_AF499778","http://www.ncbi.nlm.nih.gov/nuccore/AF499778","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites","astreoides","Porites astreoides",288889,"in hospite","Caribbean","United States","US Virgin Islands","St. John","Tektite Igneous",18.183888,-64.432076,100,3,5,2006,2006,"Green_2010_JEMBE_384_18","Green DH, Edmunds PJ, Pochon X, Gates RD (2010) The effect of substratum type on the growth, mortality, and photophysiology of juvenile corals in St. John, US Virgin Islands. Journal of Experimental Marine Biology and Ecology 384, 18-29.","http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T8F-4Y41SSG-2&_user=10&_coverDate=03%2F01%2F2010&_rdoc=4&_fmt=high&_orig=browse&_origin=browse&_zone=rslt_list_item&_srch=doc-info%28%23toc%235085%232010%23996159998%231720107%23FLA%23display%23Vo"
"A","A4a","ITS2","N_A","N_A","N_A","same_as_Symbiodinium (Gymnodinium) linucheae","cloning","same_as_AF499778","http://www.ncbi.nlm.nih.gov/nuccore/AF499778","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites","astreoides","Porites astreoides",288889,"in hospite","Caribbean","United States","US Virgin Islands","St. John","Tektite Carbonate",18.183888,-64.432076,100,3,5,2006,2006,"Green_2010_JEMBE_384_18","Green DH, Edmunds PJ, Pochon X, Gates RD (2010) The effect of substratum type on the growth, mortality, and photophysiology of juvenile corals in St. John, US Virgin Islands. Journal of Experimental Marine Biology and Ecology 384, 18-29.","http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T8F-4Y41SSG-2&_user=10&_coverDate=03%2F01%2F2010&_rdoc=4&_fmt=high&_orig=browse&_origin=browse&_zone=rslt_list_item&_srch=doc-info%28%23toc%235085%232010%23996159998%231720107%23FLA%23display%23Vo"
"A","A4a","ITS2","N_A","N_A","N_A","N_A","cloning","same_as_AF499778","http://www.ncbi.nlm.nih.gov/nuccore/AF499778","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites","astreoides","Porites astreoides",288889,"in hospite","Caribbean","United States","US Virgin Islands","St. John","Donkey Bites Igneous",18.185657,-64.431769,100,3,5,2006,2006,"Green_2010_JEMBE_384_18","Green DH, Edmunds PJ, Pochon X, Gates RD (2010) The effect of substratum type on the growth, mortality, and photophysiology of juvenile corals in St. John, US Virgin Islands. Journal of Experimental Marine Biology and Ecology 384, 18-29.","http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T8F-4Y41SSG-2&_user=10&_coverDate=03%2F01%2F2010&_rdoc=4&_fmt=high&_orig=browse&_origin=browse&_zone=rslt_list_item&_srch=doc-info%28%23toc%235085%232010%23996159998%231720107%23FLA%23display%23Vo"
"A","A4a","ITS2","N_A","N_A","N_A","N_A","cloning","same_as_AF499778","http://www.ncbi.nlm.nih.gov/nuccore/AF499778","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites","astreoides","Porites astreoides",288889,"in hospite","Caribbean","United States","US Virgin Islands","St. John","Donkey Bites Carbonate",18.185657,-64.431769,100,3,5,2006,2006,"Green_2010_JEMBE_384_18","Green DH, Edmunds PJ, Pochon X, Gates RD (2010) The effect of substratum type on the growth, mortality, and photophysiology of juvenile corals in St. John, US Virgin Islands. Journal of Experimental Marine Biology and Ecology 384, 18-29.","http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T8F-4Y41SSG-2&_user=10&_coverDate=03%2F01%2F2010&_rdoc=4&_fmt=high&_orig=browse&_origin=browse&_zone=rslt_list_item&_srch=doc-info%28%23toc%235085%232010%23996159998%231720107%23FLA%23display%23Vo"
"A","A4a","ITS2","N_A","N_A","N_A","N_A","DGGE","same_as_AF499778","http://www.ncbi.nlm.nih.gov/nuccore/AF499778","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Condylactis","gigantea","Condylactis gigantea",283419,"in hospite","Caribbean","Mexico","Quintana Roo","Puerto Morelos","N_A",20.5,-86.52,4000,2.5,2.5,1998,1999,"LaJeunesse_2002_Mar_Biol_141_387","LaJeunesse T (2002) Diversity and community structure of symbiotic dinoflagellates from Caribbean coral reefs. Marine Biology 141, 387-400.","http://www.springerlink.com/content/4magydv1cmrgn7kr/?p=57ad39a7eb934febb450a37537b61884&pi=18"
"A","A4a","ITS2","N_A","N_A","N_A","N_A","DGGE","same_as_AF499778","http://www.ncbi.nlm.nih.gov/nuccore/AF499778","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites","astreoides","Porites astreoides",288889,"in hospite","Caribbean","Mexico","Quintana Roo","Puerto Morelos","N_A",20.5,-86.52,4000,2.5,2.5,1998,1999,"LaJeunesse_2002_Mar_Biol_141_387","LaJeunesse T (2002) Diversity and community structure of symbiotic dinoflagellates from Caribbean coral reefs. Marine Biology 141, 387-400.","http://www.springerlink.com/content/4magydv1cmrgn7kr/?p=57ad39a7eb934febb450a37537b61884&pi=18"
"A","A4a","ITS2","N_A","N_A","N_A","N_A","DGGE","same_as_AF499778","http://www.ncbi.nlm.nih.gov/nuccore/AF499778","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites","astreoides","Porites astreoides",288889,"in hospite","Caribbean","Bahamas","Exuma Islands","Lee Stocking Island","N_A",23.7672556,-76.0946417,3000,4,4,1998,1999,"LaJeunesse_2002_Mar_Biol_141_387","LaJeunesse T (2002) Diversity and community structure of symbiotic dinoflagellates from Caribbean coral reefs. Marine Biology 141, 387-400.","http://www.springerlink.com/content/4magydv1cmrgn7kr/?p=57ad39a7eb934febb450a37537b61884&pi=18"
"A","A4a","ITS2","N_A","N_A","N_A","N_A","DGGE","same_as_AF499778","http://www.ncbi.nlm.nih.gov/nuccore/AF499778","Cnidaria","Anthozoa","Actiniaria","Stichodactylidae","Stichodactyla","helianthus","Stichodactyla helianthus",291135,"in hospite","Caribbean","Mexico","Quintana Roo","Puerto Morelos","N_A",20.5,-86.52,4000,2,2,1998,1999,"LaJeunesse_2002_Mar_Biol_141_387","LaJeunesse T (2002) Diversity and community structure of symbiotic dinoflagellates from Caribbean coral reefs. Marine Biology 141, 387-400.","http://www.springerlink.com/content/4magydv1cmrgn7kr/?p=57ad39a7eb934febb450a37537b61884&pi=18"
"A","A4a","ITS2","N_A","N_A","N_A","N_A","DGGE","same_as_AF499778","http://www.ncbi.nlm.nih.gov/nuccore/AF499778","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites","astreoides","Porites astreoides",288889,"in hospite","Caribbean","Bahamas","Exuma Islands","Norman's Pond Cay","North Norman's Patch Reef",23.7672556,-76.0946417,3000,3,3,2002,2005,"Thornhill_2006_Coral_Reefs_25_515","Thornhill D, Fitt W, Schmidt G (2006) Highly stable symbiosis among western brooding corals. Coral Reefs 25, 515-519.","http://www.springerlink.com/content/v567562k303739u0/fulltext.pdf"
"A","A4a","ITS2","N_A","N_A","N_A","N_A","DGGE","same_as_AF499778","http://www.ncbi.nlm.nih.gov/nuccore/AF499778","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites","astreoides","Porites astreoides",288889,"in hospite","Caribbean","United States","Florida","Florida Keys","Admiral Patch",24.59,-80.22,10000,1,2,2002,2005,"Thornhill_2006_Coral_Reefs_25_515","Thornhill D, Fitt W, Schmidt G (2006) Highly stable symbiosis among western brooding corals. Coral Reefs 25, 515-519.","http://www.springerlink.com/content/v567562k303739u0/fulltext.pdf"
"A","A4a.1","ITS2","N_A","same_as_A4a","N_A","N_A","cloning","FN429762","http://www.ncbi.nlm.nih.gov/nuccore/FN429762","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites","astreoides","Porites astreoides",288889,"in hospite","Caribbean","United States","US Virgin Islands","St. John","Donkey Bites Igneous",18.185657,-64.431769,100,3,5,2006,2006,"Green_2010_JEMBE_384_18","Green DH, Edmunds PJ, Pochon X, Gates RD (2010) The effect of substratum type on the growth, mortality, and photophysiology of juvenile corals in St. John, US Virgin Islands. Journal of Experimental Marine Biology and Ecology 384, 18-29.","http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T8F-4Y41SSG-2&_user=10&_coverDate=03%2F01%2F2010&_rdoc=4&_fmt=high&_orig=browse&_origin=browse&_zone=rslt_list_item&_srch=doc-info%28%23toc%235085%232010%23996159998%231720107%23FLA%23display%23Vo"
"A","A4a.1","ITS2","N_A","same_as_A4a","N_A","N_A","cloning","same_as_FN429762","http://www.ncbi.nlm.nih.gov/nuccore/FN429762","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites","astreoides","Porites astreoides",288889,"in hospite","Caribbean","United States","US Virgin Islands","St. John","Tektite Carbonate",18.183888,-64.432076,100,3,5,2006,2006,"Green_2010_JEMBE_384_18","Green DH, Edmunds PJ, Pochon X, Gates RD (2010) The effect of substratum type on the growth, mortality, and photophysiology of juvenile corals in St. John, US Virgin Islands. Journal of Experimental Marine Biology and Ecology 384, 18-29.","http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T8F-4Y41SSG-2&_user=10&_coverDate=03%2F01%2F2010&_rdoc=4&_fmt=high&_orig=browse&_origin=browse&_zone=rslt_list_item&_srch=doc-info%28%23toc%235085%232010%23996159998%231720107%23FLA%23display%23Vo"
"A","A4a.1","ITS2","N_A","same_as_A4a","N_A","N_A","cloning","same_as_FN429762","http://www.ncbi.nlm.nih.gov/nuccore/FN429762","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites","astreoides","Porites astreoides",288889,"in hospite","Caribbean","United States","US Virgin Islands","St. John","Donkey Bites Carbonate",18.185657,-64.431769,100,3,5,2006,2006,"Green_2010_JEMBE_384_18","Green DH, Edmunds PJ, Pochon X, Gates RD (2010) The effect of substratum type on the growth, mortality, and photophysiology of juvenile corals in St. John, US Virgin Islands. Journal of Experimental Marine Biology and Ecology 384, 18-29.","http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6T8F-4Y41SSG-2&_user=10&_coverDate=03%2F01%2F2010&_rdoc=4&_fmt=high&_orig=browse&_origin=browse&_zone=rslt_list_item&_srch=doc-info%28%23toc%235085%232010%23996159998%231720107%23FLA%23display%23Vo"
"A","A4porites","ITS2","N_A","N_A","N_A","N_A","DGGE","N_A","N_A","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites","porites","Porites porites",207238,"in hospite","Caribbean","Barbados","Eastern Caribbean","N_A","N_A",13.113952,-59.323522,14655,1,5,2005,2005,"Finney_2010_Microb_Ecol_60_250","Finney JC, Pettay DT, Sampayo EM, Warner ME, Oxenford HA, LaJeunesse TC (2010) The relative significance of host-habitat, depth, and geography on the ecology, endemism, and speciation of coral endosymbionts in the genus Symbiodinium. Microbial Ecology 60, 250-263.","http://www.springerlink.com/content/lw3714t60p771p17/"
"A","A5","ITS2","N_A","N_A","N_A","N_A","DGGE","AF333508","http://www.ncbi.nlm.nih.gov/nuccore/AF333508","Mollusca","Bivalvia","Veneroida","Cardiidae","Tridacna","squamosa","Tridacna squamosa",465857,"culture","Pacific","Palau","N_A","N_A","N_A",7.5,134.5,85000,"N_A","N_A","N_A","N_A","LaJeunesse_2001_J_Phycology_37_866","LaJeunesse T (2001) Investigating the biodiversity, ecology, and phylogeny of endosymbiotic dinoflagellates in the genus Symbiodinium using the ITS region: in search of a ""species"" level marker. Journal of Phycology 37, 866-880.","http://www3.interscience.wiley.com/journal/118994400/abstract"
"A","A6","ITS","OTcH-1","N_A","N_A","N_A","sequencing","AB097464","http://www.ncbi.nlm.nih.gov/nuccore/AB097464","Mollusca","Bivalvia","Veneroida","Cardiidae","Tridacna","crocea","Tridacna crocea",382154,"culture","Pacific","Japan","Okinawa ","Ishigaki","N_A",24.3511333,124.1830444,35000,"N_A","N_A","N_A","N_A","Ishikura_2004_Mar_Biotech_6_378","Ishikura M, Hagiwara K, Takishita K, Haga M, Iwai K, Maruyama T (2004) Isolation of new Symbiodinium strains from Tridacnid giant clam (Trdacna crocea) and sea slug (Pteraeolidia ianthina) using culture medium containing giant clam tissue homogenate. Marine Biotechnology 6, 378-385.","http://www.springerlink.com/content/8y52l37gwkm57hmt/"
"A","A6","ITS","PHQU TC1C","N_A","N_A","N_A","sequencing","AF184943","http://www.ncbi.nlm.nih.gov/nuccore/AF184943","Mollusca","Bivalvia","Veneroida","Cardiidae","Tridacna","crocea","Tridacna crocea",382154,"culture","Pacific","Philippines","N_A","N_A","N_A",12,123,850000,"N_A","N_A","N_A","N_A","Baillie_2000_J_Phycology_36_1153","Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.","http://www3.interscience.wiley.com/journal/120697710/abstract"
"A","A6","ITS","PLTD-1","N_A","N_A","N_A","sequencing","AF186053","http://www.ncbi.nlm.nih.gov/nuccore/AF186053","Mollusca","Bivalvia","Veneroida","Cardiidae","Tridacna","derasa","Tridacna derasa",382205,"culture","Pacific","Palau","N_A","N_A","N_A",7.5,134.5,85000,"N_A","N_A","N_A","N_A","Baillie_2000_J_Phycology_36_1153","Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.","http://www3.interscience.wiley.com/journal/120697710/abstract"
"A","A6","ITS","PHSC HH1B","N_A","N_A","N_A","sequencing","AF186056","http://www.ncbi.nlm.nih.gov/nuccore/AF186056","Mollusca","Bivalvia","Veneroida","Cardiidae","Hippopus","hippopus","Hippopus hippopus",216411,"culture","Pacific","Philippines","N_A","N_A","N_A",12,123,850000,"N_A","N_A","N_A","N_A","Baillie_2000_J_Phycology_36_1153","Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.","http://www3.interscience.wiley.com/journal/120697710/abstract"
"A","A6","ITS","PHSC HH1C","N_A","N_A","N_A","sequencing","AF186057","http://www.ncbi.nlm.nih.gov/nuccore/AF186057","Mollusca","Bivalvia","Veneroida","Cardiidae","Hippopus","hippopus","Hippopus hippopus",216411,"culture","Pacific","Philippines","N_A","N_A","N_A",12,123,850000,"N_A","N_A","N_A","N_A","Baillie_2000_J_Phycology_36_1153","Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.","http://www3.interscience.wiley.com/journal/120697710/abstract"
"A","A6","ITS","PHQU TC1A","N_A","N_A","N_A","sequencing","AF186064","http://www.ncbi.nlm.nih.gov/nuccore/AF186064","Mollusca","Bivalvia","Veneroida","Cardiidae","Tridacna","crocea","Tridacna crocea",382154,"culture","Pacific","Philippines","N_A","N_A","N_A",12,123,850000,"N_A","N_A","N_A","N_A","Baillie_2000_J_Phycology_36_1153","Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.","http://www3.interscience.wiley.com/journal/120697710/abstract"
"A","A6","ITS","PHQU TC1B","N_A","N_A","N_A","sequencing","AF186065","http://www.ncbi.nlm.nih.gov/nuccore/AF186065","Mollusca","Bivalvia","Veneroida","Cardiidae","Tridacna","crocea","Tridacna crocea",382154,"culture","Pacific","Philippines","N_A","N_A","N_A",12,123,850000,"N_A","N_A","N_A","N_A","Baillie_2000_J_Phycology_36_1153","Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.","http://www3.interscience.wiley.com/journal/120697710/abstract"
"A","A6","ITS","PHQU TC1C","N_A","N_A","N_A","sequencing","AF186066","http://www.ncbi.nlm.nih.gov/nuccore/AF186066","Mollusca","Bivalvia","Veneroida","Cardiidae","Tridacna","crocea","Tridacna crocea",382154,"culture","Pacific","Philippines","N_A","N_A","N_A",12,123,850000,"N_A","N_A","N_A","N_A","Baillie_2000_J_Phycology_36_1153","Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.","http://www3.interscience.wiley.com/journal/120697710/abstract"
"A","A6","ITS","PHSC TC2B","N_A","N_A","N_A","sequencing","AF186067","http://www.ncbi.nlm.nih.gov/nuccore/AF186067","Mollusca","Bivalvia","Veneroida","Cardiidae","Tridacna","crocea","Tridacna crocea",382154,"culture","Pacific","Philippines","N_A","N_A","N_A",12,123,850000,"N_A","N_A","N_A","N_A","Baillie_2000_J_Phycology_36_1153","Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.","http://www3.interscience.wiley.com/journal/120697710/abstract"
"A","A6","ITS","PHSC TC2C","N_A","N_A","N_A","sequencing","AF186068","http://www.ncbi.nlm.nih.gov/nuccore/AF186068","Mollusca","Bivalvia","Veneroida","Cardiidae","Tridacna","crocea","Tridacna crocea",382154,"culture","Pacific","Philippines","N_A","N_A","N_A",12,123,850000,"N_A","N_A","N_A","N_A","Baillie_2000_J_Phycology_36_1153","Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.","http://www3.interscience.wiley.com/journal/120697710/abstract"
"A","A6","ITS","TsFIZ","N_A","N_A","N_A","sequencing","AF195143","http://www.ncbi.nlm.nih.gov/nuccore/AF195143","Mollusca","Bivalvia","Veneroida","Cardiidae","Tridacna","squamosa","Tridacna squamosa",465857,"in hospite","Pacific","Palau","N_A","N_A","N_A",7.5,134.5,85000,"N_A","N_A","N_A","N_A","Baillie_2000_J_Phycology_36_1153","Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.","http://www3.interscience.wiley.com/journal/120697710/abstract"
"A","A6","ITS","FuFIZ","N_A","N_A","N_A","sequencing","AF195145","http://www.ncbi.nlm.nih.gov/nuccore/AF195145","Mollusca","Bivalvia","Veneroida","Cardiidae","Fragum","unedo","Fragum unedo",381510,"in hospite","Pacific","Palau","N_A","N_A","N_A",7.5,134.5,85000,"N_A","N_A","N_A","N_A","Baillie_2000_J_Phycology_36_1153","Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.","http://www3.interscience.wiley.com/journal/120697710/abstract"
"A","A6","ITS","Tc2FIZ","N_A","N_A","N_A","sequencing","AF195146","http://www.ncbi.nlm.nih.gov/nuccore/AF195146","Mollusca","Bivalvia","Veneroida","Cardiidae","Tridacna","crocea","Tridacna crocea",382154,"in hospite","Pacific","Japan","N_A","N_A","N_A",35,137,1800000,"N_A","N_A","N_A","N_A","Baillie_2000_J_Phycology_36_1153","Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.","http://www3.interscience.wiley.com/journal/120697710/abstract"
"A","A6","ITS","PHSOTG3A","N_A","N_A","N_A","sequencing","AF195147","http://www.ncbi.nlm.nih.gov/nuccore/AF195147","Mollusca","Bivalvia","Veneroida","Cardiidae","Tridacna","gigas","Tridacna gigas",207670,"culture","Pacific","Philippines","N_A","N_A","N_A",12,123,850000,"N_A","N_A","N_A","N_A","Baillie_2000_J_Phycology_36_1153","Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.","http://www3.interscience.wiley.com/journal/120697710/abstract"
"A","A6","ITS","PHSCTD3C","N_A","N_A","N_A","sequencing","AF195148","http://www.ncbi.nlm.nih.gov/nuccore/AF195148","Mollusca","Bivalvia","Veneroida","Cardiidae","Tridacna","derasa","Tridacna derasa",382205,"culture","Pacific","Philippines","N_A","N_A","N_A",12,123,850000,"N_A","N_A","N_A","N_A","Baillie_2000_J_Phycology_36_1153","Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.","http://www3.interscience.wiley.com/journal/120697710/abstract"
"A","A6","ITS","PHMSTM2B","N_A","N_A","N_A","sequencing","AF195150","http://www.ncbi.nlm.nih.gov/nuccore/AF195150","Mollusca","Bivalvia","Veneroida","Cardiidae","Tridacna","maxima","Tridacna maxima",382170,"culture","Pacific","Philippines","N_A","N_A","N_A",12,123,850000,"N_A","N_A","N_A","N_A","Baillie_2000_J_Phycology_36_1153","Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.","http://www3.interscience.wiley.com/journal/120697710/abstract"
"A","A6","ITS","PHMSHP1A","N_A","N_A","N_A","sequencing","AF195151","http://www.ncbi.nlm.nih.gov/nuccore/AF195151","Mollusca","Bivalvia","Veneroida","Cardiidae","Hippopus","porcellanus","Hippopus porcellanus",382152,"culture","Pacific","Philippines","N_A","N_A","N_A",12,123,850000,"N_A","N_A","N_A","N_A","Baillie_2000_J_Phycology_36_1153","Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.","http://www3.interscience.wiley.com/journal/120697710/abstract"
"A","A6","ITS2","N_A","N_A","N_A","N_A","DGGE","AY686646","http://www.ncbi.nlm.nih.gov/nuccore/AY686646","Mollusca","Bivalvia","Veneroida","Cardiidae","Tridacna","sp.","Tridacna sp.",205753,"in hospite","Pacific","Japan","Okinawa","Zamami Island","N_A",26.2334528,127.3092069,3500,"N_A","N_A",2002,2002,"LaJeunesse_2004_MEPS_284_147","LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.","http://www.int-res.com/articles/meps2004/284/m284p147.pdf"
"A","A7","ITS2","N_A","N_A","N_A","N_A","DGGE","AY239360","http://www.ncbi.nlm.nih.gov/nuccore/AY239360","Cnidaria","Hydrozoa","Anthoathecata","Milleporidae","Millepora","platyphylla","Millepora platyphylla",210730,"in hospite","Pacific","Australia","Great Barrier Reef","Heron Island","N_A",-23.4441278,151.9160528,5000,3,3,2002,2002,"LaJeunesse_2003_Limnol_Oceanograph_48_2046","LaJeunesse T, Loh W, van Woesik R, Hoegh-Guldberg O, Schmidt GW, Fitt WK (2003) Low symbiont diversity in southern Great Barrier Reef corals, relative to those of the Caribbean. Limnology and Oceanography 48, 2046-2054.","http://www.aslo.org/lo/toc/vol_48/issue_5/2046.pdf"
"A","A8","ITS2","N_A","N_A","N_A","N_A","DGGE","AY258468","http://www.ncbi.nlm.nih.gov/nuccore/AY258468","Cnidaria","Hydrozoa","Anthoathecata","Milleporidae","Millepora","tenuis","Millepora tenuis",210729,"in hospite","Pacific","Australia","Great Barrier Reef","N_A","N_A",-19.640735,149.041377,600000,25,30,"N_A","N_A","LaJeunesse_2009_Biol_Invasions_11_995","LaJeunesse TC, Loh WKW, Trench RK (2009) Do introduced endosymbiotic dinoflagellates take to new hosts? Biological Invasions 11, 995-1003.","http://www.springerlink.com.eres.library.manoa.hawaii.edu/content/1387-3547/?k=lajeunesse"
"A","N_A","ITS","HA3-5","N_A","NO_Hunter_2007_J_Phycology_43_120","N_A","sequencing","AF184948","http://www.ncbi.nlm.nih.gov/nuccore/AF184948","N_A","N_A","N_A","N_A","N_A","N_A","N_A","N_A","free-living","Pacific","United States","Hawaiian Islands","N_A","N_A",24,-167,1400000,"N_A","N_A","N_A","N_A","Baillie_2000_J_Phycology_36_1153","Baillie BK, Belda-Baillie CA, & Maruyama T (2000) Conspecificity and Indo-Pacific distribution of Symbiodinium genotypes (Dinophyceae) from giant clams. Journal of Phycology 36, 1153-1161.","http://www3.interscience.wiley.com/journal/120697710/abstract"
"A","N_A","ITS2","Amed","N_A","NO_Hunter_2007_J_Phycology_43_120","N_A","DGGE","DQ865210","http://www.ncbi.nlm.nih.gov/nuccore/DQ865210","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anemonia","sp.","Anemonia sp.",100695,"N_A","Mediterranean","N_A","Eastern Mediterranean","N_A","N_A",33,32,350000,"N_A","N_A","N_A","N_A","Hunter_2007_J_Phycology_43_120","Hunter RL, LaJeunesse TC, Santos SR (2007) Structure and evolution of the rDNA internal transcribed spacer (ITS) region 2 in the symbiotic dinoflagellates (Symbiodinium, Dinophyta). Journal of Phycology 43, 120-128.","http://www3.interscience.wiley.com/journal/118502428/abstract"
